5.529837000252000144e+04 1.418900000000000006e+01 1.000000000000000021e-02 -1.000000000000000000e+00
5.542619242238999868e+04 1.430299999999999905e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.569335125456999958e+04 1.431900000000000084e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.569538036257999920e+04 1.426099999999999923e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.569628648609000084e+04 1.419299999999999962e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.569830469315999653e+04 1.419299999999999962e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.579420266883000295e+04 1.437900000000000134e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.580916607695999846e+04 1.437599999999999945e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.582312283791999653e+04 1.437500000000000000e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.582412000277000334e+04 1.433599999999999852e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.583807149205000314e+04 1.433500000000000085e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.586600545178000175e+04 1.438499999999999979e+01 1.800000000000000211e-02 -1.000000000000000000e+00
5.608314749113000289e+04 1.445299999999999940e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.608821931133999897e+04 1.439000000000000057e+01 2.100000000000000130e-02 -1.000000000000000000e+00
5.610515561731000344e+04 1.424400000000000155e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.611002678638000361e+04 1.443799999999999883e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.611105934918000276e+04 1.443200000000000038e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.611426662347000092e+04 1.420599999999999952e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.612720814840000094e+04 1.417200000000000060e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.613406594359999872e+04 1.423099999999999987e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.613720451514000160e+04 1.425999999999999979e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.614621966321999935e+04 1.441300000000000026e+01 1.700000000000000122e-02 -1.000000000000000000e+00
5.615111095427999680e+04 1.425900000000000034e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.615299510837999696e+04 1.417099999999999937e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.616403264184000000e+04 1.422700000000000031e+01 1.100000000000000110e-02 -1.000000000000000000e+00
5.617116018556000199e+04 1.421400000000000041e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.619106265248999989e+04 1.436299999999999955e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.619807063558999653e+04 1.421099999999999852e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.619907838287000050e+04 1.420900000000000141e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.636538033618000190e+04 1.421900000000000119e+01 1.600000000000000033e-02 -1.000000000000000000e+00
5.637137312635000126e+04 1.433500000000000085e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.637138945046000299e+04 1.433200000000000074e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.638237590246000036e+04 1.436500000000000021e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.645817189378000330e+04 1.431000000000000050e+01 1.600000000000000033e-02 -1.000000000000000000e+00
5.647913579125999968e+04 1.419599999999999973e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.649724517195000226e+04 1.420800000000000018e+01 1.300000000000000114e-02 -1.000000000000000000e+00
5.651015744013000221e+04 1.413199999999999967e+01 2.700000000000000316e-02 -1.000000000000000000e+00
5.651998971167999844e+04 1.419900000000000162e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.653606981023000117e+04 1.423000000000000043e+01 1.600000000000000033e-02 -1.000000000000000000e+00
5.653803158820999670e+04 1.418900000000000006e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.657597957216999930e+04 1.432099999999999973e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.659601055397000164e+04 1.424599999999999866e+01 1.499999999999999944e-02 -1.000000000000000000e+00
5.670739317829000356e+04 1.450300000000000011e+01 2.899999999999999800e-02 -1.000000000000000000e+00
5.672033450388000347e+04 1.451700000000000124e+01 2.200000000000000219e-02 -1.000000000000000000e+00
5.674136232082000060e+04 1.438000000000000078e+01 1.399999999999999856e-02 -1.000000000000000000e+00
5.681109353330000158e+04 1.430499999999999972e+01 1.899999999999999953e-02 -1.000000000000000000e+00
5.681723539344999881e+04 1.424499999999999922e+01 1.200000000000000025e-02 -1.000000000000000000e+00
5.682717478565000056e+04 1.434700000000000131e+01 1.800000000000000211e-02 -1.000000000000000000e+00
5.682719203667999682e+04 1.439099999999999824e+01 1.899999999999999953e-02 -1.000000000000000000e+00
